-3.14159,-0.00166957
-3.07876,-0.00166964
-3.01593,-0.00166954
-2.9531,-0.00166965
-2.89027,-0.00166954
-2.82743,-0.00166955
-2.7646,-0.00166961
-2.70177,-0.00166959
-2.63894,-0.0016695
-2.57611,-0.00166958
-2.51327,-0.00166976
-2.45044,-0.00166944
-2.38761,-0.00166974
-2.32478,-0.00166951
-2.26195,-0.0016692
-2.19911,-0.00166948
-2.13628,-0.00166936
-2.07345,-0.00166941
-2.01062,-0.00166943
-1.94779,-0.00166953
-1.88496,-0.00166892
-1.82212,-0.00166774
-1.75929,-0.00166768
-1.69646,-0.00166704
-1.63363,-0.00166994
-1.5708,0.0733356
-1.50796,0.00166848
-1.44513,0.00166857
-1.3823,0.00166871
-1.31947,0.00166839
-1.25664,0.00166843
-1.1938,0.00166823
-1.13097,0.00166823
-1.06814,0.00166829
-1.00531,0.00166835
-0.942477,0.00166846
-0.879645,0.00166826
-0.816813,0.00166802
-0.753981,0.00166826
-0.691149,0.00166843
-0.628318,0.00166836
-0.565486,0.00166852
-0.502654,0.00166847
-0.439822,0.00166867
-0.37699,0.00166871
-0.314158,0.00166873
-0.251326,0.00166874
-0.188495,0.00166855
-0.125663,0.00166863
-0.0628309,0.00166856
9.65337e-07,0.00166867
0.0628328,0.00166862
0.125665,0.00166851
0.188497,0.00166855
0.251328,0.0016688
0.31416,0.00166867
0.376992,0.00166878
0.439824,0.00166854
0.502656,0.00166868
0.565488,0.00166852
0.62832,0.00166843
0.691151,0.00166836
0.753983,0.00166851
0.816815,0.00166811
0.879647,0.00166817
0.942479,0.00166877
1.00531,0.00166813
1.06814,0.00166792
1.13097,0.00166845
1.19381,0.00166832
1.25664,0.00166844
1.31947,0.00166817
1.3823,0.00166824
1.44513,0.00166776
1.50797,0.00166675
1.5708,-0.0906658
1.63363,-0.00166703
1.69646,-0.00166785
1.75929,-0.00166814
1.82213,-0.00166797
1.88496,-0.00166901
1.94779,-0.00166944
2.01062,-0.00166928
2.07345,-0.00166916
2.13628,-0.00166958
2.19912,-0.00166958
2.26195,-0.00166966
2.32478,-0.00166977
2.38761,-0.00166949
2.45044,-0.00166983
2.51328,-0.00166932
2.57611,-0.00166958
2.63894,-0.00166963
2.70177,-0.00166973
2.7646,-0.00166955
2.82744,-0.00166961
2.89027,-0.00166954
2.9531,-0.00166959
3.01593,-0.00166954
3.07876,-0.00166964
