-3.14159,-0.706658
-3.07876,0.00334221
-3.01593,0.00334118
-2.9531,0.00334364
-2.89027,0.00334243
-2.82743,0.00334235
-2.7646,0.00334187
-2.70177,0.00334183
-2.63894,0.00334391
-2.57611,0.00334094
-2.51327,0.00334506
-2.45044,0.00334492
-2.38761,0.00334355
-2.32478,0.00334243
-2.26195,0.00334291
-2.19911,0.00334355
-2.13628,0.00334318
-2.07345,0.00334499
-2.01062,0.00334152
-1.94779,0.0033423
-1.88496,0.00333792
-1.82212,0.0033376
-1.75929,0.0033392
-1.69646,0.00333788
-1.63363,0.0033368
-1.5708,0.0033395
-1.50796,0.00334119
-1.44513,0.00334073
-1.3823,0.00334048
-1.31947,0.00334039
-1.25664,0.00333912
-1.1938,0.00333868
-1.13097,0.00333768
-1.06814,0.00334095
-1.00531,0.00333892
-0.942477,0.00333903
-0.879645,0.00334003
-0.816813,0.00333931
-0.753981,0.00333803
-0.691149,0.00334267
-0.628318,0.00334353
-0.565486,0.00334475
-0.502654,0.00334379
-0.439822,0.00334163
-0.37699,0.00333764
-0.314158,0.00333925
-0.251326,0.00333738
-0.188495,0.00334182
-0.125663,0.00333857
-0.0628309,0.00332781
9.65337e-07,-0.190217
0.0628328,-0.00332986
0.125665,-0.00333948
0.188497,-0.00333914
0.251328,-0.00333892
0.31416,-0.00334321
0.376992,-0.00334251
0.439824,-0.00334225
0.502656,-0.00334241
0.565488,-0.00334228
0.62832,-0.00334118
0.691151,-0.00333804
0.753983,-0.00333793
0.816815,-0.00333708
0.879647,-0.00333971
0.942479,-0.00333858
1.00531,-0.00334013
1.06814,-0.00334033
1.13097,-0.00334185
1.19381,-0.003341
1.25664,-0.00333975
1.31947,-0.00333933
1.3823,-0.00334085
1.44513,-0.00334097
1.50797,-0.00334131
1.5708,-0.0033395
1.63363,-0.00333819
1.69646,-0.00333916
1.75929,-0.00333883
1.82213,-0.00333865
1.88496,-0.00333887
1.94779,-0.0033432
2.01062,-0.00334391
2.07345,-0.00334396
2.13628,-0.00334198
2.19912,-0.003344
2.26195,-0.00334135
2.32478,-0.00334063
2.38761,-0.00334154
2.45044,-0.00334173
2.51328,-0.00333894
2.57611,-0.00334241
2.63894,-0.0033423
2.70177,-0.00333987
2.7646,-0.00334278
2.82744,-0.00334421
2.89027,-0.00334101
2.9531,-0.00334007
3.01593,-0.0033404
3.07876,-0.00334996
